feature,lgb_importance,xgb_importance,cat_importance,mean_importance
cong_x_trip,3611.2,0.005145617062225938,0.11312024839481886,1203.7727552884855
max_zone_density_lag5,3599.0,0.001039837033022195,0.03955750923030017,1199.6801991154211
max_zone_density_scen_std,3591.2,0.0010699368081986903,0.09124496123766616,1197.0974382993486
order_per_station_roll3_max,3582.2,0.0008680713945068419,0.10651468265576089,1194.1024609180167
robot_efficiency_roll3_mean,3566.4,0.0009616996743716299,0.05593318870455797,1188.8189649627932
bottle_neck,3537.6,0.0023171902168542145,0.06864448149033633,1179.223653890569
battery_cv_lag1,3536.2,0.0005739376414567232,0.021756159486062968,1178.7407766990425
congestion_score_roll3_std,3530.8,0.0006693384726531804,0.021956504789562993,1176.9408752810875
robot_active_diff1,3510.6,0.0005961964605376124,0.07068374154712026,1170.223759979336
robot_idle_lag4,3506.8,0.0005328180501237512,0.06332905107284502,1168.954620623041
v13_sqrt_order_inflow,3504.4,0.0009015307878144085,0.13794244849904921,1168.1796146597624
ts_x_congestion_score,3496.2,0.005360079044476151,0.08119814197415813,1165.4288527403394
outbound_truck_wait_min_roll5_mean,3494.8,0.000530483468901366,0.008700050864008126,1164.936410178111
emergency_exit_count,3471.0,0.0004932882264256477,0.026020811589883765,1157.008838033272
congestion_score_roll5_std,3446.0,0.0007012609043158591,0.03280426928005435,1148.6778351767282
robot_active_diff2,3445.8,0.00048159045982174573,0.056410119794557366,1148.6189639034183
congestion_score_diff2,3441.6,0.0005706297466531396,0.031192957851635995,1147.2105878625327
order_pressure_roll5_std,3431.2,0.0010741383186541498,0.05536812803157361,1143.7521474221166
order_pressure_roll10_std,3427.6,0.0010370409465394915,0.031038315613202277,1142.5440251188531
robot_active_lag3,3421.8,0.0006051046773791313,0.11129499794931237,1140.637300034209
order_pressure_roll5_min,3421.2,0.0016652500489726663,0.03822467230185537,1140.4132966407835
outbound_truck_wait_min_roll10_mean,3414.0,0.0005994418752379715,0.01835469002457369,1138.0063180439665
max_zone_density_roll5_std,3387.8,0.0006290697841905057,0.03587586222029193,1129.2788349773348
pack_utilization_roll10_mean,3380.6,0.0022757697850465776,0.031826153517178365,1126.8780339744342
order_inflow_15m_scen_max,3362.2,0.0009184344788081944,0.05843792309988678,1120.7531187858597
risk_index,3360.2,0.004146383167244494,0.22598777973657214,1120.1433780543011
battery_risk_scen_max,3334.8,0.0006841611932031811,0.07782742856951691,1111.626170529921
max_zone_density_lag4,3332.8,0.0008620345615781844,0.029902074216463525,1110.9435880362594
pack_utilization_roll3_max,3325.6,0.0008813705877400935,0.018602136549902615,1108.5398278357125
pack_utilization_roll5_mean,3314.6,0.0035836586263030767,0.05060033946551799,1104.8847279993638
order_inflow_15m_roll5_mean,3311.0,0.0009134008432738483,0.04341054253264122,1103.6814413144587
bottle_neck_roll3_std,3298.6,0.0007547259563580155,0.029894568858261077,1099.5435497649382
